ID	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0002250	GO:0002250	adaptive immune response	424	0.499225305091334	2.09770545826589	1e-10	2.69118854973065e-08	2.23278597280646e-08	2057	tags=30%, list=12%, signal=27%	JAK3/SLAMF7/SIGLEC10/BATF/CD8B/IL18R1/CLEC4G/PRDM1/CLC/IL10/CLU/CD8A/GPR183/PRF1/PRKCB/CD247/LILRB4/CD84/IL6/ADA/CD244/NLRP3/C1S/EOMES/CCR2/BCL3/TMEM98/CD27/IL6R/HLX/LILRB5/RELB/ITK/CTLA4/TNFRSF1B/KLRD1/C1R/SH2D1A/CD7/PRKCQ/LILRA3/LAG3/IL2RB/TNFRSF11A/FCER2/TBX21/SH2D1B/EMP2/IL1R1/CLEC10A/ZAP70/FOXJ1/CD70/IL4I1/PDCD1/CLEC4D/ZNF683/SLA2/SIT1/LAX1/SLAMF1/CX3CR1/ARG1/KLRK1/FYN/TRAT1/CD3G/SLAMF6/CD226/CD86/JUNB/LILRB2/C3/PIK3CD/SKAP1/VTCN1/KLRC1/CD3D/TNFRSF17/LY9/THEMIS/CCL19/IRF4/SAMSN1/CAMK4/RSAD2/IL4/IL1RL1/RFTN1/IFNE/RORC/PRR7/IFNK/PRKCZ/EPHB2/CD28/LILRB3/NFKB2/LEF1/OTUD7B/CFI/XCL1/MEF2C/TNFRSF21/IL1B/CD6/CXCL13/IL21R/IFNG/TAP1/CD160/GZMM/FCGR2B/LILRA1/FOXP3/RNF125/C4BPA/EXOSC6/C9/IL18BP/LAMP3/C4BPB/AGER/TNFAIP3/TRAF2/TFEB/TNF/ZP3
GO:0019221	GO:0019221	cytokine-mediated signaling pathway	435	0.49145510603845	2.06988092665134	1e-10	2.69118854973065e-08	2.23278597280646e-08	2109	tags=26%, list=13%, signal=24%	CCL7/CCL2/IL1R2/CCL8/IFITM1/CXCL1/JAK3/CCL3/F2RL1/CMKLR1/CCL3L3/CD24/CLDN18/IL18R1/LEP/CSF3R/CXCR4/CCL5/IRAK2/CCL13/CCL4/DUOX1/LILRB4/CCR5/IFITM2/IL6/CCR3/CCR2/ECM1/OSM/TNFRSF25/IL6R/TNFRSF1B/MMP12/IL18RAP/SPHK1/YAP1/LILRA3/CXCR6/IL12RB2/IL2RB/TNFRSF11A/STAT4/IFITM3/IL1R1/HIF1A/TRAF1/CD70/GPR35/PADI2/CX3CR1/ARG1/IL2RA/LILRA4/CCR7/BIRC3/TRAF5/KRT18/LILRB2/LILRA2/TNFRSF18/CXCL10/TNFRSF4/TNFRSF17/TRAF4/CCR1/KIT/IL5RA/CCL19/ST18/IRGM/IL1RL1/SLC1A1/IFNAR2/IFNE/OSMR/GAS6/GFI1/CRLF1/FAS/PPBP/LIMS1/CXCR3/LRP8/IFNK/PLP2/CCL1/EDN1/EIF5A/PXDN/XCL1/IL1B/CXCL13/IL21R/EXT1/IFNG/LILRA1/LILRA5/IL15RA/CXCL2/AIM2/EGR1/PRLR/LIFR/TNFAIP3/TRAF2/SIGIRR/BIRC7/IL1RN/CCL18/TNF/SOCS1/IL17RD/CXCR5/CCR8
GO:0030098	GO:0030098	lymphocyte differentiation	399	0.488828983768821	2.04282991749343	1e-10	2.69118854973065e-08	2.23278597280646e-08	2076	tags=26%, list=12%, signal=23%	MERTK/ADAM8/JAK3/ITM2A/EGR3/BATF/IL18R1/LEP/CLEC4G/PRDM1/IL10/IKZF3/CD8A/GPR183/LILRB4/RHOH/IL6/GPR18/ADA/NLRP3/EOMES/POU2AF1/CCR2/PGLYRP1/BCL3/CDK6/SH3RF1/TMEM98/CD27/IL6R/HLX/RELB/ITK/CTLA4/LAG3/TBX21/LY6D/ZAP70/RUNX3/FOXJ1/IL4I1/CLEC4D/ZNF683/BCL11B/SLAMF1/IL2RA/VNN1/CCR7/RUNX2/CD3G/SLAMF6/ERBB2/CD86/CD2/JUNB/LILRB2/RASGRP1/PIK3CD/KLRC1/PREX1/CD3D/LY9/KIT/THEMIS/CCL19/MAFB/TNFSF8/IRF4/CAMK4/RSAD2/IL4/PCK1/IFNE/BCL2/RORC/GAS6/SPINK5/PRR7/ZEB1/IFNK/PRKCZ/CD28/SMARCD3/ZFP36L1/LEF1/IL1B/DLL1/TCF7/IFNG/FCGR2B/FOXP3/TOX/MMP14/DLL4/IL15RA/TNFRSF9/MIR17HG/EGR1/CLEC4E/LRRC8A/FGL2/SOCS1/GLI3/ID2
GO:1903131	GO:1903131	mononuclear cell differentiation	448	0.481638558314979	2.03343111319577	1e-10	2.69118854973065e-08	2.23278597280646e-08	2076	tags=26%, list=12%, signal=23%	MERTK/ADAM8/JAK3/F2RL1/ITM2A/EGR3/BATF/IL18R1/LEP/CLEC4G/PRDM1/IL10/IKZF3/CD8A/GPR183/LILRB4/RHOH/IL6/GPR18/ADA/NLRP3/EOMES/POU2AF1/CCR2/PGLYRP1/BCL3/CDK6/SH3RF1/TMEM98/CTSK/GATA1/VEGFA/CD27/IL6R/GPR68/HLX/RELB/ITK/CTLA4/LAG3/TBX21/LY6D/ZAP70/RUNX3/FOXJ1/IL4I1/CLEC4D/ZNF683/BCL11B/SLAMF1/IL2RA/VNN1/CCR7/RUNX2/CD3G/SLAMF6/ERBB2/CD86/CD2/JUNB/LILRB2/RASGRP1/PIK3CD/UBD/KLRC1/PREX1/CD3D/LY9/KIT/THEMIS/CCL19/MAFB/TNFSF8/IRF4/CAMK4/RSAD2/TRPM2/IL4/PCK1/IFNE/BCL2/RORC/GAS6/SPINK5/PRR7/ZEB1/IFNK/PIR/PRKCZ/CD28/SMARCD3/ZFP36L1/LEF1/IL1B/DLL1/TCF7/ZBTB46/TMEM176B/IFNG/FCGR2B/FOXP3/TOX/MMP14/DLL4/IL15RA/TNFRSF9/MIR17HG/MYC/EGR1/AGER/CLEC4E/LRRC8A/FGL2/SOCS1/GLI3/ID2
GO:1902105	GO:1902105	regulation of leukocyte differentiation	299	0.499955202892949	2.03033027407831	1e-10	2.69118854973065e-08	2.23278597280646e-08	2076	tags=27%, list=12%, signal=24%	LTF/ADAM8/RASSF2/JAK3/TESC/CCL3/EGR3/BATF/CLDN18/CLEC4G/PRDM1/IL10/IKZF3/TNFAIP6/LILRB4/RHOH/ADA/NLRP3/CCR2/PGLYRP1/CDK6/SH3RF1/CD27/GPR68/HLX/CTLA4/LAG3/TBX21/ZAP70/RUNX3/FOXJ1/IL4I1/ZNF683/KITLG/IL2RA/VNN1/IL20/ERBB2/CD86/CD2/JUNB/LILRB2/RASGRP1/CCR1/CCL19/MAFB/IRF4/CAMK4/NEDD9/IL4/PCK1/GAS6/SPINK5/TRIB1/ZEB1/PRKCA/PRKCZ/CD28/LILRB3/SMARCD3/ZFP36L1/LEF1/TCF7/ZBTB46/TMEM176B/IFNG/FCGR2B/FOXP3/TOX/MMP14/IL15RA/MIR17HG/MYC/AGER/TNF/FGL2/ROR2/SOCS1/GLI3/ID2
GO:0002237	GO:0002237	response to molecule of bacterial origin	324	0.493148267270523	2.02620425316163	1e-10	2.69118854973065e-08	2.23278597280646e-08	2553	tags=32%, list=15%, signal=28%	DEFA3/CCL2/ADM/SLPI/LTF/CXCL1/HAMP/S100A14/ASS1/CCL3/CD24/PTGIR/BMP6/ALPL/IL10/CCL5/SLC7A5/IRAK2/MPO/CCR5/IL6/NLRP3/SOD2/BPI/GATA1/TNFRSF1B/TLR2/SPON2/PTGER2/IL12RB2/TNFRSF11A/DEFA4/CEBPE/TIMP4/TLR6/FASLG/PDE4B/CD96/SCGB1A1/CX3CR1/ARG1/KLRK1/CCR7/GJB2/ABCA1/SNCA/IDO1/CD86/LILRB2/PELI1/LILRA2/PTGS2/CXCL10/IRGM/S100A8/CD180/EDNRB/GFI1/SBNO2/PPBP/CD36/TRIB1/PRKCA/LDOC1/EPHB2/NOS2/EDN1/MEF2C/IL1B/LACRT/CD6/TNIP1/S100A9/CXCL13/NFKBIL1/CD14/GCH1/FCGR2B/FOXP3/BCR/IL18BP/CXCL2/SCARB1/DEFB118/TNIP3/TNFAIP3/SIGIRR/MAP2K3/TNF/ANKRD1/IRAK1/NLRP7/TLR10/CNR1/TLR9/ZFP36/F2R/MIF/PF4/LY96/CX3CL1/EFNB2/CARD8/NFKBIA
GO:0032496	GO:0032496	response to lipopolysaccharide	308	0.494967704916071	2.01537215233327	1e-10	2.69118854973065e-08	2.23278597280646e-08	2553	tags=32%, list=15%, signal=28%	DEFA3/CCL2/ADM/SLPI/LTF/CXCL1/HAMP/S100A14/ASS1/CCL3/PTGIR/BMP6/ALPL/IL10/CCL5/SLC7A5/IRAK2/MPO/CCR5/IL6/NLRP3/SOD2/BPI/GATA1/TNFRSF1B/TLR2/SPON2/PTGER2/IL12RB2/TNFRSF11A/DEFA4/CEBPE/TIMP4/FASLG/PDE4B/CD96/SCGB1A1/CX3CR1/ARG1/KLRK1/CCR7/GJB2/ABCA1/SNCA/IDO1/CD86/LILRB2/PELI1/LILRA2/PTGS2/CXCL10/IRGM/S100A8/CD180/EDNRB/GFI1/SBNO2/PPBP/CD36/TRIB1/PRKCA/LDOC1/EPHB2/NOS2/EDN1/MEF2C/IL1B/LACRT/CD6/TNIP1/S100A9/CXCL13/NFKBIL1/CD14/GCH1/FOXP3/BCR/IL18BP/CXCL2/SCARB1/DEFB118/TNIP3/TNFAIP3/SIGIRR/MAP2K3/TNF/ANKRD1/IRAK1/NLRP7/CNR1/TLR9/ZFP36/F2R/MIF/PF4/LY96/CX3CL1/EFNB2/CARD8/NFKBIA
GO:0050863	GO:0050863	regulation of T cell activation	355	0.485563080199446	2.0117188847332	1e-10	2.69118854973065e-08	2.23278597280646e-08	1694	tags=25%, list=10%, signal=23%	CCL2/ADORA2A/ADAM8/JAK3/TNFSF14/CD24/EGR3/BATF/DPP4/LEP/CLEC4G/PRDM1/CLC/IL10/CCL5/LILRB4/RHOH/CORO1A/IL6/ADA/NLRP3/CCR2/SH3RF1/CD27/HLX/CTLA4/TNFRSF1B/PRKCQ/LAG3/TBX21/ZAP70/RUNX3/FOXJ1/CD70/IL4I1/CD300A/ZNF683/KITLG/SIT1/SCGB1A1/LAX1/SLAMF1/PAWR/ARG1/IL2RA/KLRK1/VNN1/FYN/CCR7/SFTPD/ERBB2/TMIGD2/IDO1/CD86/CD2/JUNB/LILRB2/RASGRP1/PELI1/CD5/VTCN1/RASAL3/TIGIT/CCL19/TNFSF8/IRF4/CAMK4/IL4/PCK1/SPINK5/SLC7A1/ZEB1/PRKCZ/CD28/SMARCD3/LEF1/XCL1/TNFRSF21/IL1B/CD6/TCF7/IFNG/CD160/FCGR2B/FOXP3/TOX/THY1
GO:0002683	GO:0002683	negative regulation of immune system process	434	0.467906216640829	1.97044881588734	1e-10	2.69118854973065e-08	2.23278597280646e-08	2076	tags=26%, list=12%, signal=23%	CCL2/MERTK/ADORA2A/LTF/JAK3/CCL3/F2RL1/DPP4/CLDN18/CLEC4G/SERPINB9/IL10/NLRC3/TNFAIP6/LILRB4/CST7/CD84/PVRIG/GPR18/ADA/SERPINB4/CCR2/PGLYRP1/CDK6/BPI/GPR68/HLX/CTLA4/CD200R1/KLRD1/MMP12/SH2D1A/LAG3/TBX21/RUNX3/FOXJ1/TLR6/IL4I1/PDCD1/CD300A/PADI2/SLA2/KITLG/PRG2/CD96/SCGB1A1/LAX1/SLAMF1/CX3CR1/PAWR/ARG1/IL2RA/KLRK1/LILRA4/FYN/SFTPD/ERBB2/IDO1/CD86/LILRB2/PELI1/LILRA2/GAL/VTCN1/KLRC1/EMILIN1/HMOX1/TIGIT/MAFB/IRF4/SAMSN1/IL4/IL1RL1/SEC14L1/SPINK5/TRIB1/CNN2/A2M/CCL28/LILRB3/APOD/XCL1/TNFRSF21/DLL1/PTPRS/ZBTB46/NFKBIL1/TMEM176B/CD160/FURIN/UBASH3A/FCGR2B/GRAMD4/FOXP3/RNF125/THY1/ZDHHC18/C4BPA/BCR/PARP1/EZR/CD59/C4BPB/MYC/CYP19A1/CD22/TNFAIP3/CBLB/TNF/FGL2/SOCS1/GLI3/ID2
GO:0051249	GO:0051249	regulation of lymphocyte activation	468	0.461764219933546	1.95570699223254	1e-10	2.69118854973065e-08	2.23278597280646e-08	2389	tags=28%, list=14%, signal=25%	CCL2/MERTK/ADORA2A/ADAM8/JAK3/TNFSF14/CD24/EGR3/BATF/DPP4/LEP/CLEC4G/PRDM1/CLC/IL10/CCL5/IKZF3/GPR183/LILRB4/RHOH/CORO1A/IL6/ADA/NLRP3/CCR2/PGLYRP1/SH3RF1/CD27/HLX/CTLA4/TNFRSF1B/KLRD1/PRKCQ/LAG3/TBX21/ZAP70/RUNX3/FOXJ1/CD70/IL4I1/CD300A/ZNF683/KITLG/SIT1/SCGB1A1/LAX1/SLAMF1/PAWR/ARG1/IL2RA/KLRK1/VNN1/FYN/CCR7/SFTPD/ERBB2/TMIGD2/IDO1/CD86/CD2/JUNB/LILRB2/RASGRP1/PELI1/CD5/GAL/VTCN1/RASAL3/SH3KBP1/KLRC1/NFATC2/TNFRSF4/TIGIT/CCL19/TNFSF8/IRF4/SAMSN1/CAMK4/NEDD9/IL4/PCK1/BCL2/GAS6/SPINK5/SLC7A1/ZEB1/PRKCZ/EPHB2/VAV3/CD28/SMARCD3/ZFP36L1/LEF1/XCL1/MEF2C/TNFRSF21/IL1B/CD6/CDKN1A/TCF7/IFNG/CD160/FCGR2B/FOXP3/TOX/THY1/MMP14/IL15RA/EXOSC6/TNFRSF9/MIR17HG/PRLR/AGER/CD22/TNFAIP3/CBLB/KLRC3/ZP3/FGL2/SOCS1/GLI3/ID2/TACR1/GLMN/ACTL6B/IL21/BCL6/TLR9/CLEC7A/PIK3R6/HES1/BRAF
GO:0007159	GO:0007159	leukocyte cell-cell adhesion	384	0.464914227791666	1.93823588882261	1e-10	2.69118854973065e-08	2.23278597280646e-08	2073	tags=26%, list=12%, signal=24%	CCL2/ADORA2A/ADAM8/SELL/JAK3/TNFSF14/ASS1/CD24/EGR3/DPP4/LEP/LRG1/CLEC4G/IL10/CCL5/CHST2/LILRB4/RHOH/CORO1A/IL6/ADA/NLRP3/CCR2/CD27/SLC39A8/HLX/CTLA4/PRKCQ/LAG3/TBX21/ZAP70/RUNX3/FOXJ1/CD70/IL4I1/ETS1/CD300A/KITLG/SCGB1A1/LAX1/SLAMF1/CX3CR1/PAWR/ARG1/CD177/IL2RA/KLRK1/VNN1/FYN/CCR7/SFTPD/ERBB2/TMIGD2/IDO1/CD86/LILRB2/RASGRP1/PELI1/CD5/SKAP1/VTCN1/RASAL3/ICAM1/CERCAM/TIGIT/CCL19/NT5E/IL4/S100A8/PCK1/SLC7A1/PRKCZ/CCL28/ST3GAL4/CD28/SMARCD3/LEF1/XCL1/TNFRSF21/ITGB7/IL1B/CD6/TNIP1/S100A9/EXT1/IFNG/CD160/FCGR2B/FOXP3/THY1/ADD2/BMP7/EZR/FUT9/AGER/CBLB/TNF/ZP3/FGL2/SOCS1/GLI3
GO:0030335	GO:0030335	positive regulation of cell migration	479	0.446107854983939	1.89007510042323	1e-10	2.69118854973065e-08	2.23278597280646e-08	1718	tags=23%, list=10%, signal=21%	CCL7/CEACAM6/MMP7/MMP9/MET/CLDN4/PLA2G7/ITGB3/CYP1B1/S100A14/ADAM8/CXCL17/TNFSF14/CCL3/F2RL1/LGMN/CMKLR1/SMAD3/CLDN3/RAB25/SPRY2/CXCR4/CCL5/DAPK2/S1PR1/CCL4/TNFAIP6/SEMA7A/ANXA3/CORO1A/IL6/CCR2/SNAI1/SOD2/ENPP2/VEGFA/IL6R/LAMC2/AQP1/SPHK1/SYNE2/FERMT2/COL1A1/DOCK5/IL1R1/EPHA1/HIF1A/ETS1/KITLG/TDGF1/SLAMF1/CX3CR1/FGFBP1/IGF1R/EPHA4/SEMA6B/CCR7/SERPINB3/EPHA2/PTN/RARRES2/PIK3CD/TNFRSF18/BMP2/PTGS2/ICAM1/CXCL10/SRPX2/CCR1/HMOX1/SEMA4C/KIT/CCL19/SEMA6C/PDPN/NEDD9/IL4/KIF20B/P2RY6/DAAM2/ADRA2A/BCL2/GAS6/XG/MAP3K3/LPAR1/ITGA3/FUT1/PRKCA/SEMA3B/PAK1/KDR/CCL1/EPHB2/EDN1/LEF1/XCL1/IL1B/IGFBP5/P2RY12/CXCL13/THBS4/EPB41L4B/IFNG/PAK3/SPAG9/THY1/MMP14/BMP7
GO:2000147	GO:2000147	positive regulation of cell motility	500	0.443687334419788	1.88346351580318	1e-10	2.69118854973065e-08	2.23278597280646e-08	1718	tags=23%, list=10%, signal=21%	CCL7/CEACAM6/MMP7/MMP9/MET/CLDN4/PLA2G7/ITGB3/CYP1B1/S100A14/ADAM8/CXCL17/TNFSF14/CCL3/F2RL1/LGMN/CMKLR1/SMAD3/CLDN3/RAB25/SPRY2/CXCR4/CCL5/DAPK2/S1PR1/CCL4/DUOX1/TNFAIP6/SEMA7A/ANXA3/CORO1A/IL6/CCR2/SNAI1/SOD2/SPOCK2/ENPP2/VEGFA/IL6R/LAMC2/AQP1/SPHK1/SYNE2/FERMT2/COL1A1/DOCK5/IL1R1/EPHA1/HIF1A/ETS1/KITLG/TDGF1/SLAMF1/CX3CR1/FGFBP1/IGF1R/EPHA4/SEMA6B/CCR7/SERPINB3/EPHA2/PTN/RARRES2/PIK3CD/TNFRSF18/BMP2/PTGS2/ICAM1/CXCL10/SRPX2/CCR1/TAC4/HMOX1/SEMA4C/KIT/CCL19/SEMA6C/PDPN/NEDD9/IL4/KIF20B/P2RY6/DAAM2/ADRA2A/BCL2/GAS6/XG/MAP3K3/LPAR1/ITGA3/FUT1/PRKCA/SEMA3B/MALAT1/PAK1/KDR/CCL1/EPHB2/EDN1/LEF1/XCL1/IL1B/IGFBP5/P2RY12/CXCL13/THBS4/EPB41L4B/IFNG/NTN1/PAK3/SPAG9/THY1/MMP14/BMP7
